tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_mds_1,bbox_mds_2,bbox_width_n,bbox_height_n,bbox_fill_area
svg/g/g_1/g_2/g_3/g_5/path_14,0.75,1.0,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.0,0.0,0.0,0.0,0.0,0.234375,0.26562500000000006,0.9875202791909723,1.0,0.22135178937970373,0.38006706512904903,0.03125000000000002,0.012479720809027794,0.0
svg/g/g_1/g_2/g_3/g_5/path_13,0.75,1.0,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.0,0.0,0.0,0.0,0.0,0.39062500000000006,0.42187500000000006,0.9976752454889352,1.0,0.38058653406692355,0.2958027450047035,0.031249999999999993,0.002324754511065064,0.0
svg/g/g_1/g_2/g_3/g_4/path_12,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.031250000000000014,0.06250000000000001,0.9530193363823878,1.0,0.02288004594703233,0.5005032652729605,0.03125,0.0469806636176122,0.0
svg/g/g_1/g_2/g_3/g_4/path_11,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.5781250000000001,0.609375,0.650993062412614,1.0,0.7361319713967653,0.4052921750163527,0.031249999999999927,0.3490069375873861,0.0
svg/g/g_1/g_2/g_3/g_4/path_10,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.34375,0.37500000000000006,0.5327152317254352,1.0,0.5464667840313808,0.5929505364586488,0.031250000000000056,0.467284768274565,0.0
svg/g/g_1/g_2/g_3/g_4/path_9,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.7343750000000001,0.7656250000000001,0.965320504336468,1.0,0.7539015532920615,0.14142604260853084,0.031250000000000056,0.0346794956635323,0.0
svg/g/g_1/g_2/g_3/g_4/path_8,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.890625,0.921875,0.853801862158163,1.0,0.9639999146351483,0.1222637829359266,0.031250000000000056,0.146198137841837,0.0
svg/g/g_1/g_2/g_3/g_4/path_7,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.18750000000000006,0.21875000000000003,0.5669155961206518,1.0,0.3663402924806857,0.6516484522383671,0.031249999999999993,0.43308440387934843,0.0
svg/g/g_1/g_2/g_3/g_4/path_6,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.10937500000000004,0.14062500000000003,0.5909374638241485,1.0,0.2718037226107437,0.6765268418943892,0.031249999999999993,0.40906253617585175,0.0
svg/g/g_1/g_2/g_3/g_4/path_5,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.8125000000000002,0.8437500000000002,0.9068638186964275,1.0,0.8615212174832999,0.1348024353820046,0.031250000000000056,0.09313618130357249,0.0
svg/g/g_1/g_2/g_3/g_4/path_4,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.65625,0.6875000000000001,0.8823637334522663,1.0,0.7123758565746442,0.23111597340302156,0.031250000000000056,0.11763626654773406,0.0
svg/g/g_1/g_2/g_3/g_4/path_3,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.9687500000000001,1.0,0.9858282272803665,1.0,0.9748798002039109,0.0,0.031249999999999927,0.014171772719633649,0.0
svg/g/g_1/g_2/g_3/g_4/path_2,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.5,0.53125,0.9939940952702538,1.0,0.49711562063076997,0.24356170719399498,0.031249999999999993,0.006005904729746173,0.0
svg/g/g_1/g_2/g_3/g_4/path_1,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.26562500000000006,0.29687499999999994,0.9924684962541164,1.0,0.2518067714127492,0.36136857936433675,0.03124999999999996,0.007531503745883734,0.0
svg/g/g_1/g_2/g_3/g_4/path,0.75,1.0,0.9347786682026773,0.7469159972053376,0.9170124481327799,0.5274509803921569,0.0,0.0,0.0,0.0,0.0,0.42187500000000006,0.45312500000000006,0.9979532233679231,1.0,0.41330055440868235,0.28011313957988276,0.031249999999999993,0.002046776632076969,0.0
